,dep,dep_pos,dep_w,pred
985,_PLACEHOLDER_OBJ_ <- nsubj <- is -> nsubj -> capital -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ is capital of _PLACEHOLDER_SUB_,www.freebase.com/location/ar_province/capital
986,_PLACEHOLDER_OBJ_ <- nsubj <- is -> attr -> heart -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ is capital of _PLACEHOLDER_SUB_,www.freebase.com/location/australian_state/capital_city
987,_PLACEHOLDER_OBJ_ <- nsubjpass <- founded -> prep -> as -> pobj -> capital -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,VERB ADP NOUN ADP,_PLACEHOLDER_OBJ_ founded as capital of _PLACEHOLDER_SUB_,www.freebase.com/location/br_state/capital
988,_PLACEHOLDER_OBJ_ -> acl -> is -> attr -> center -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ became capital of _PLACEHOLDER_SUB_,www.freebase.com/location/capital_of_administrative_division/capital_of
989,_PLACEHOLDER_OBJ_ <- nmod <- cities -> prep -> in -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ is capital of _PLACEHOLDER_SUB_,www.freebase.com/location/cn_province/capital
990,_PLACEHOLDER_OBJ_ -> acl -> is -> attr -> county -> prep -> in -> pobj -> _PLACEHOLDER_SUB_,VERB ADP NOUN,_PLACEHOLDER_OBJ_ bordered by divisions _PLACEHOLDER_SUB_,www.freebase.com/location/country/administrative_divisions
991,_PLACEHOLDER_OBJ_ -> acl -> is -> attr -> city -> prep -> in -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN,_PLACEHOLDER_OBJ_ became capital _PLACEHOLDER_SUB_,www.freebase.com/location/country/capital
992,_PLACEHOLDER_OBJ_ <- appos <- sign <- nsubj <- was -> attr -> currency -> prep -> in -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP PROPN,_PLACEHOLDER_OBJ_ is currency of Turkey _PLACEHOLDER_SUB_,www.freebase.com/location/country/currency_formerly_used
993,_PLACEHOLDER_OBJ_ -> acl -> been -> nsubj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ been currency of _PLACEHOLDER_SUB_,www.freebase.com/location/country/currency_used
994,_PLACEHOLDER_OBJ_ -> acl -> is -> attr -> borough -> prep -> in -> pobj -> _PLACEHOLDER_SUB_,VERB ADP,_PLACEHOLDER_OBJ_ admitted to _PLACEHOLDER_SUB_,www.freebase.com/location/country/first_level_divisions
995,_PLACEHOLDER_OBJ_ <- nsubj <- succeeded -> conj -> founded -> dobj -> _PLACEHOLDER_SUB_,ADP,_PLACEHOLDER_OBJ_ of _PLACEHOLDER_SUB_,www.freebase.com/location/country/form_of_government
996,_PLACEHOLDER_OBJ_ -> pcomp -> registered -> agent -> by -> pobj -> _PLACEHOLDER_SUB_,NOUN ADP,_PLACEHOLDER_OBJ_ ccTLD in _PLACEHOLDER_SUB_,www.freebase.com/location/country/internet_tld
997,_PLACEHOLDER_OBJ_ -> acl -> called -> nsubj -> _PLACEHOLDER_SUB_,VERB NOUN VERB ADP,_PLACEHOLDER_OBJ_ is language spoken in _PLACEHOLDER_SUB_,www.freebase.com/location/country/languages_spoken
998,_PLACEHOLDER_SUB_ <- nsubj <- is -> attr -> anthem -> prep -> of -> pobj -> _PLACEHOLDER_OBJ_,VERB NOUN ADP,_PLACEHOLDER_SUB_ is anthem of _PLACEHOLDER_OBJ_,www.freebase.com/location/country/national_anthem
999,_PLACEHOLDER_OBJ_ -> acl -> called -> nsubj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ became language of _PLACEHOLDER_SUB_,www.freebase.com/location/country/official_language
1000,_PLACEHOLDER_OBJ_ -> acl -> is -> attr -> county -> prep -> in -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN,_PLACEHOLDER_OBJ_ is city _PLACEHOLDER_SUB_,www.freebase.com/location/country/second_level_divisions
1001,_PLACEHOLDER_OBJ_ <- nsubj <- is -> attr -> seat -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ is seat of _PLACEHOLDER_SUB_,www.freebase.com/location/de_regierungsbezirk/district_seat
1002,_PLACEHOLDER_OBJ_ <- acomp <- is -> nsubj -> town -> appos -> _PLACEHOLDER_SUB_,VERB NOUN,_PLACEHOLDER_OBJ_ is district _PLACEHOLDER_SUB_,www.freebase.com/location/de_rural_district/district_seat
1003,_PLACEHOLDER_OBJ_ -> conj -> is -> nsubj -> capital -> poss -> _PLACEHOLDER_SUB_,VERB NOUN,_PLACEHOLDER_OBJ_ is capital _PLACEHOLDER_SUB_,www.freebase.com/location/de_state/capital
1004,_PLACEHOLDER_OBJ_ <- nsubj <- is -> attr -> capital -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ is capital of _PLACEHOLDER_SUB_,www.freebase.com/location/es_province/capital
1005,_PLACEHOLDER_OBJ_ <- nsubj <- is -> attr -> city -> prep -> in -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ is department of _PLACEHOLDER_SUB_,www.freebase.com/location/fr_department/chef_lieu
1006,_PLACEHOLDER_OBJ_ <- nsubj <- comprises -> dobj -> departments -> appos -> _PLACEHOLDER_SUB_,VERB NOUN,_PLACEHOLDER_OBJ_ comprises departments _PLACEHOLDER_SUB_,www.freebase.com/location/fr_department/region
1007,_PLACEHOLDER_OBJ_ -> appos -> city -> prep -> in -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ is capital in _PLACEHOLDER_SUB_,www.freebase.com/location/fr_region/capital
1008,_PLACEHOLDER_SUB_ <- nsubj <- comprises -> dobj -> departments -> appos -> _PLACEHOLDER_OBJ_,VERB NOUN,_PLACEHOLDER_SUB_ comprises departments _PLACEHOLDER_OBJ_,www.freebase.com/location/fr_region/departments
1009,_PLACEHOLDER_OBJ_ -> conj -> city -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN VERB ADP,_PLACEHOLDER_SUB_ is place found in _PLACEHOLDER_OBJ_,www.freebase.com/location/hud_county_place/county
1010,_PLACEHOLDER_OBJ_ -> acl -> is -> attr -> capital -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP NOUN,_PLACEHOLDER_OBJ_ is capital of province _PLACEHOLDER_SUB_,www.freebase.com/location/id_province/Capital
1011,_PLACEHOLDER_OBJ_ <- nsubj <- became <- advcl <- moved -> nsubj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ is city in _PLACEHOLDER_SUB_,www.freebase.com/location/in_state/administrative_capital
1012,_PLACEHOLDER_OBJ_ <- nsubj <- is -> attr -> city -> prep -> in -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ is city in _PLACEHOLDER_SUB_,www.freebase.com/location/in_state/judicial_capital
1013,_PLACEHOLDER_OBJ_ <- nsubj <- became <- advcl <- moved -> nsubj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ is city in _PLACEHOLDER_SUB_,www.freebase.com/location/in_state/legislative_capital
1014,_PLACEHOLDER_OBJ_ <- nsubj <- is -> attr -> capital -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ is capital of _PLACEHOLDER_SUB_,www.freebase.com/location/it_province/capital
1015,_PLACEHOLDER_OBJ_ <- nsubj <- is -> attr -> city -> prep -> in -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN NOUN ADP,_PLACEHOLDER_OBJ_ is city capital of _PLACEHOLDER_SUB_,www.freebase.com/location/it_region/capital
1016,_PLACEHOLDER_OBJ_ <- nsubj <- is -> attr -> capital -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ is capital of _PLACEHOLDER_SUB_,www.freebase.com/location/jp_prefecture/capital
1017,_PLACEHOLDER_OBJ_ <- npadvmod <- is -> attr -> capital -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ is capital of _PLACEHOLDER_SUB_,www.freebase.com/location/kp_province/capital
1018,_PLACEHOLDER_OBJ_ -> acl -> formed -> prep -> from -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN NOUN ADP,_PLACEHOLDER_OBJ_ had s relationship with _PLACEHOLDER_SUB_,www.freebase.com/location/location/adjoin_s
1019,_PLACEHOLDER_OBJ_ -> acl -> designated -> prep -> as -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ is location of _PLACEHOLDER_SUB_,www.freebase.com/location/location/containedby
1020,_PLACEHOLDER_OBJ_ -> acl -> expands -> dobj -> parts -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN,_PLACEHOLDER_OBJ_ contains city _PLACEHOLDER_SUB_,www.freebase.com/location/location/contains
1021,_PLACEHOLDER_OBJ_ <- npadvmod <- is -> attr -> country -> prep -> on -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN VERB ADP,_PLACEHOLDER_OBJ_ is country located in _PLACEHOLDER_SUB_,www.freebase.com/location/location/contains_major_portion_of
1022,_PLACEHOLDER_OBJ_ <- nsubj <- comprises -> dobj -> _PLACEHOLDER_SUB_,VERB,_PLACEHOLDER_OBJ_ comprises _PLACEHOLDER_SUB_,www.freebase.com/location/location/coterminous_with
1023,_PLACEHOLDER_OBJ_ -> acl -> is -> nsubj -> capital -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,VERB ADP,_PLACEHOLDER_OBJ_ called in _PLACEHOLDER_SUB_,www.freebase.com/location/location/events
1024,_PLACEHOLDER_OBJ_ <- compound <- forms -> dobj -> boundaries -> prep -> between -> pobj -> _PLACEHOLDER_SUB_,VERB ADP,_PLACEHOLDER_SUB_ bounded by _PLACEHOLDER_OBJ_,www.freebase.com/location/location/partially_contained_by
1025,_PLACEHOLDER_OBJ_ -> appos -> approaches -> compound -> _PLACEHOLDER_SUB_,VERB VERB,_PLACEHOLDER_OBJ_ allows use _PLACEHOLDER_SUB_,www.freebase.com/location/location/partially_containedby
1026,_PLACEHOLDER_OBJ_ <- compound <- forms -> dobj -> border -> prep -> between -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ defines boundary between _PLACEHOLDER_SUB_,www.freebase.com/location/location/partially_contains
1027,_PLACEHOLDER_OBJ_ -> appos -> approaches -> compound -> _PLACEHOLDER_SUB_,VERB,_PLACEHOLDER_OBJ_ approaches _PLACEHOLDER_SUB_,www.freebase.com/location/location/partiallycontains
1028,_PLACEHOLDER_OBJ_ -> acl -> is -> nsubj -> capital -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,VERB ADP,_PLACEHOLDER_OBJ_ born at _PLACEHOLDER_SUB_,www.freebase.com/location/location/people_born_here
1029,_PLACEHOLDER_OBJ_ <- nsubjpass <- included -> prep -> in -> pobj -> _PLACEHOLDER_SUB_,VERB ADP,_PLACEHOLDER_OBJ_ included in _PLACEHOLDER_SUB_,www.freebase.com/location/location/primarily_containedby
1030,_PLACEHOLDER_OBJ_ <- nsubj <- is -> attr -> center -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ is center of _PLACEHOLDER_SUB_,www.freebase.com/location/location/street_address
1031,_PLACEHOLDER_OBJ_ <- npadvmod <- is -> attr -> zone -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ is timezone in _PLACEHOLDER_SUB_,www.freebase.com/location/location/time_zones
1032,_PLACEHOLDER_SUB_ <- nsubjpass <- divided -> ccomp -> is -> acomp -> _PLACEHOLDER_OBJ_,VERB NOUN ADP NOUN,_PLACEHOLDER_SUB_ shares name with capital _PLACEHOLDER_OBJ_,www.freebase.com/location/mx_state/capital
1033,_PLACEHOLDER_OBJ_ <- dobj <- joined -> conj -> renamed -> dobj -> _PLACEHOLDER_SUB_,NOUN ADP,_PLACEHOLDER_SUB_ area of _PLACEHOLDER_OBJ_,www.freebase.com/location/neighborhood/neighborhood_of
1034,_PLACEHOLDER_SUB_ <- pobj <- of <- prep <- city <- nsubj <- is -> attr -> _PLACEHOLDER_OBJ_,ADP NOUN VERB,_PLACEHOLDER_SUB_ of city is _PLACEHOLDER_OBJ_,www.freebase.com/location/nl_province/capital
1035,_PLACEHOLDER_OBJ_ <- nsubj <- is -> attr -> barrio -> prep -> in -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ is barrio in _PLACEHOLDER_SUB_,www.freebase.com/location/place_with_neighborhoods/neighborhoods
1036,_PLACEHOLDER_SUB_ <- nsubj <- is -> attr -> district -> prep -> of -> pobj -> Dublin -> conj -> _PLACEHOLDER_OBJ_,VERB NOUN ADP PROPN,_PLACEHOLDER_SUB_ is district of Dublin _PLACEHOLDER_OBJ_,www.freebase.com/location/postal_code/country
1037,_PLACEHOLDER_OBJ_ <- nsubj <- is -> nsubj -> capital -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ is capital of _PLACEHOLDER_SUB_,www.freebase.com/location/province/capital
1038,_PLACEHOLDER_OBJ_ <- nsubj <- is -> attr -> city -> appos -> center -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN NOUN ADP,_PLACEHOLDER_OBJ_ is city center of _PLACEHOLDER_SUB_,www.freebase.com/location/ru_oblast/administrative_center
1039,_PLACEHOLDER_OBJ_ <- nsubj <- is -> nsubj -> city -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ is city of _PLACEHOLDER_SUB_,www.freebase.com/location/ru_republic/capital
1040,_PLACEHOLDER_SUB_ <- nsubj <- is -> attr -> currency -> prep -> of -> pobj -> _PLACEHOLDER_OBJ_,VERB NOUN ADP,_PLACEHOLDER_SUB_ is currency of _PLACEHOLDER_OBJ_,www.freebase.com/location/statistical_region/minimum_wage
1041,_PLACEHOLDER_OBJ_ <- nsubj <- borders -> dobj -> _PLACEHOLDER_SUB_,VERB ADP NOUN,_PLACEHOLDER_OBJ_ bordered to north _PLACEHOLDER_SUB_,www.freebase.com/location/statistical_region/places_exported_to
1042,_PLACEHOLDER_OBJ_ <- nsubj <- borders -> dobj -> countries -> amod -> _PLACEHOLDER_SUB_,VERB ADP PROPN ADP,_PLACEHOLDER_OBJ_ separated from Tajikistan by _PLACEHOLDER_SUB_,www.freebase.com/location/statistical_region/places_imported_from
1043,_PLACEHOLDER_OBJ_ <- nsubjpass <- located -> prep -> in -> pobj -> City -> conj -> County -> conj -> _PLACEHOLDER_SUB_,VERB ADP PROPN PROPN,_PLACEHOLDER_OBJ_ located in City County _PLACEHOLDER_SUB_,www.freebase.com/location/tw_province/capital
1044,_PLACEHOLDER_OBJ_ -> relcl -> is -> attr -> capital -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ is headquarters for _PLACEHOLDER_SUB_,www.freebase.com/location/uk_council_area/administrative_headquarters
1045,_PLACEHOLDER_SUB_ <- nsubj <- merged -> advcl -> become -> attr -> _PLACEHOLDER_OBJ_,VERB ADP,_PLACEHOLDER_SUB_ headquartered in _PLACEHOLDER_OBJ_,www.freebase.com/location/uk_district/administrative_headquarters
1046,_PLACEHOLDER_OBJ_ <- pobj <- of <- prep <- City -> appos -> town -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,ADP PROPN NOUN ADP,_PLACEHOLDER_OBJ_ of City town of _PLACEHOLDER_SUB_,www.freebase.com/location/uk_non_metropolitan_county/administrative_headquarters
1047,_PLACEHOLDER_OBJ_ -> parataxis -> is -> attr -> seat -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ been seat of _PLACEHOLDER_SUB_,www.freebase.com/location/us_county/county_seat
1048,_PLACEHOLDER_OBJ_ -> parataxis -> is -> attr -> seat -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN NOUN ADP,_PLACEHOLDER_OBJ_ is place community in _PLACEHOLDER_SUB_,www.freebase.com/location/us_county/hud_county_place
1049,_PLACEHOLDER_OBJ_ <- nsubj <- became -> attr -> capital -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ became capital of _PLACEHOLDER_SUB_,www.freebase.com/location/us_state/capital
1050,_PLACEHOLDER_SUB_ -> ccomp -> is -> attr -> hybrid -> acl -> _PLACEHOLDER_OBJ_,VERB NOUN,_PLACEHOLDER_SUB_ is hybrid _PLACEHOLDER_OBJ_,www.freebase.com/martial_arts/martial_art/category
1051,_PLACEHOLDER_SUB_ -> acl -> developed -> prep -> in -> pobj -> _PLACEHOLDER_OBJ_,VERB ADP,_PLACEHOLDER_SUB_ developed in _PLACEHOLDER_OBJ_,www.freebase.com/martial_arts/martial_art/origin
1052,_PLACEHOLDER_OBJ_ -> relcl -> founded -> conj -> referred -> advcl -> suggesting -> ccomp -> is -> nsubj -> _PLACEHOLDER_SUB_,VERB VERB VERB VERB,_PLACEHOLDER_OBJ_ founded referred suggesting is _PLACEHOLDER_SUB_,www.freebase.com/martial_arts/martial_art/well_known_practitioner
1053,_PLACEHOLDER_SUB_ <- nsubj <- was -> attr -> son -> prep -> of -> pobj -> _PLACEHOLDER_OBJ_,VERB NOUN ADP,_PLACEHOLDER_SUB_ granted belt by _PLACEHOLDER_OBJ_,www.freebase.com/martial_arts/martial_artist/instructor
1054,_PLACEHOLDER_SUB_ <- nsubj <- became -> attr -> _PLACEHOLDER_OBJ_,VERB,_PLACEHOLDER_SUB_ became _PLACEHOLDER_OBJ_,www.freebase.com/martial_arts/martial_artist/martial_art
1055,_PLACEHOLDER_OBJ_ <- nsubj <- was -> attr -> son -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,VERB NUM ADP NOUN,_PLACEHOLDER_OBJ_ was one of students _PLACEHOLDER_SUB_,www.freebase.com/martial_arts/martial_artist/martial_arts_students
1056,_PLACEHOLDER_OBJ_ <- pobj <- for <- prep <- known <- acl <- body <- nsubj <- is -> attr -> _PLACEHOLDER_SUB_,ADP VERB NOUN VERB,_PLACEHOLDER_OBJ_ for known body is _PLACEHOLDER_SUB_,www.freebase.com/martial_arts/martial_arts_organization/martial_arts
1057,_PLACEHOLDER_SUB_ <- nsubj <- is -> attr -> unit -> appos -> _PLACEHOLDER_OBJ_,VERB NOUN,_PLACEHOLDER_SUB_ is unit _PLACEHOLDER_OBJ_,www.freebase.com/measurement_unit/distance_unit/measurement_system
1058,_PLACEHOLDER_SUB_ <- nsubj <- is -> dobj -> _PLACEHOLDER_OBJ_,VERB,_PLACEHOLDER_SUB_ is _PLACEHOLDER_OBJ_,www.freebase.com/measurement_unit/volume_unit/measurement_system
1059,_PLACEHOLDER_OBJ_ -> ccomp -> is -> nsubj -> _PLACEHOLDER_SUB_,VERB ADP,_PLACEHOLDER_OBJ_ adapted into _PLACEHOLDER_SUB_,www.freebase.com/media_common/adaptation/adapted_from
1060,_PLACEHOLDER_OBJ_ <- nsubj <- was -> attr -> version -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ was version of _PLACEHOLDER_SUB_,www.freebase.com/media_common/adapted_work/adaptations
1061,_PLACEHOLDER_OBJ_ -> appos -> is -> attr -> novel -> prep -> by -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN,_PLACEHOLDER_OBJ_ is novel _PLACEHOLDER_SUB_,www.freebase.com/media_common/dedicated_work/dedication
1062,_PLACEHOLDER_OBJ_ <- nsubj <- began -> dobj -> relationship -> prep -> with -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ began relationship with _PLACEHOLDER_SUB_,www.freebase.com/media_common/dedicatee/dedications
1063,_PLACEHOLDER_OBJ_ -> ccomp -> was -> attr -> novelist -> appos -> _PLACEHOLDER_SUB_,VERB NOUN,_PLACEHOLDER_OBJ_ known novels _PLACEHOLDER_SUB_,www.freebase.com/media_common/dedicator/dedications
1064,_PLACEHOLDER_OBJ_ <- nsubj <- been -> attr -> discipline -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ been discipline of _PLACEHOLDER_SUB_,www.freebase.com/media_common/media_genre/child_genres
1065,_PLACEHOLDER_OBJ_ <- nsubjpass <- called -> oprd -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_SUB_ is genre of _PLACEHOLDER_OBJ_,www.freebase.com/media_common/media_genre/parent_genre
1066,_PLACEHOLDER_OBJ_ -> acl -> directed -> agent -> by -> pobj -> _PLACEHOLDER_SUB_,VERB VERB NOUN,_PLACEHOLDER_OBJ_ Die is title _PLACEHOLDER_SUB_,www.freebase.com/media_common/netflix_title/netflix_genres
1067,_PLACEHOLDER_SUB_ <- nsubj <- appears -> conj -> associated -> prep -> with -> pobj -> s -> poss -> _PLACEHOLDER_OBJ_,VERB VERB ADP DET,_PLACEHOLDER_SUB_ appears associated with s _PLACEHOLDER_OBJ_,www.freebase.com/media_common/quotation/author
1068,_PLACEHOLDER_OBJ_ <- dobj <- spelled -> npadvmod -> anemia -> amod -> due -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN VERB ADP,_PLACEHOLDER_OBJ_ is infection caused by _PLACEHOLDER_SUB_,www.freebase.com/medicine/condition_prevention_factors/conditions_this_may_prevent
1069,_PLACEHOLDER_OBJ_ <- nsubj <- cause -> dobj -> _PLACEHOLDER_SUB_,VERB NOUN VERB ADP,_PLACEHOLDER_SUB_ is disease caused by _PLACEHOLDER_OBJ_,www.freebase.com/medicine/disease/causes
1070,_PLACEHOLDER_OBJ_ -> conj -> is -> attr -> form -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,NOUN,_PLACEHOLDER_OBJ_ disease _PLACEHOLDER_SUB_,www.freebase.com/medicine/disease/includes_diseases
1071,_PLACEHOLDER_SUB_ <- nsubj <- is -> attr -> complication -> compound -> _PLACEHOLDER_OBJ_,VERB NOUN,_PLACEHOLDER_SUB_ is complication _PLACEHOLDER_OBJ_,www.freebase.com/medicine/disease/medical_specialties
1072,_PLACEHOLDER_OBJ_ -> acl -> including -> dobj -> _PLACEHOLDER_SUB_,VERB NOUN VERB ADP,_PLACEHOLDER_SUB_ was disease recognized as _PLACEHOLDER_OBJ_,www.freebase.com/medicine/disease/parent_disease
1073,_PLACEHOLDER_SUB_ <- acomp <- is -> attr -> level -> prep -> of -> pobj -> _PLACEHOLDER_OBJ_,VERB NOUN VERB ADP,_PLACEHOLDER_SUB_ is infection caused by _PLACEHOLDER_OBJ_,www.freebase.com/medicine/disease/prevention_factors
1074,_PLACEHOLDER_SUB_ <- nsubj <- is -> attr -> _PLACEHOLDER_OBJ_,VERB,_PLACEHOLDER_SUB_ is _PLACEHOLDER_OBJ_,www.freebase.com/medicine/disease/risk_factors
1075,_PLACEHOLDER_OBJ_ <- nsubj <- be -> attr -> sign -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,VERB ADP NOUN NOUN,_PLACEHOLDER_SUB_ characterized by symptoms obstruction _PLACEHOLDER_OBJ_,www.freebase.com/medicine/disease/symptoms
1076,_PLACEHOLDER_OBJ_ -> acl -> marketed -> prep -> for -> pobj -> _PLACEHOLDER_SUB_,VERB VERB NOUN NOUN,_PLACEHOLDER_OBJ_ used treat disease endocarditis _PLACEHOLDER_SUB_,www.freebase.com/medicine/disease/treatments
1077,_PLACEHOLDER_OBJ_ -> acl -> known -> prep -> as -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN VERB ADP,_PLACEHOLDER_OBJ_ is disease caused by _PLACEHOLDER_SUB_,www.freebase.com/medicine/disease_cause/diseases
1078,_PLACEHOLDER_SUB_ -> relcl -> has -> dobj -> _PLACEHOLDER_OBJ_,VERB,_PLACEHOLDER_SUB_ has _PLACEHOLDER_OBJ_,www.freebase.com/medicine/drug/active_moieties
1079,_PLACEHOLDER_SUB_ <- nsubjpass <- prescribed -> prep -> as -> pobj -> amphetamine -> appos -> _PLACEHOLDER_OBJ_,VERB ADP NOUN,_PLACEHOLDER_SUB_ prescribed as amphetamine _PLACEHOLDER_OBJ_,www.freebase.com/medicine/drug/brands
1080,_PLACEHOLDER_OBJ_ -> acl -> known -> prep -> as -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN,_PLACEHOLDER_SUB_ is drug _PLACEHOLDER_OBJ_,www.freebase.com/medicine/drug/drug_class
1081,_PLACEHOLDER_SUB_ <- nsubj <- was -> attr -> _PLACEHOLDER_OBJ_,VERB,_PLACEHOLDER_SUB_ was _PLACEHOLDER_OBJ_,www.freebase.com/medicine/drug/mechanism_of_action
1082,_PLACEHOLDER_SUB_ <- conj <- Cizdol -> parataxis -> see -> dobj -> Temgesic -> appos -> _PLACEHOLDER_OBJ_,PROPN VERB PROPN,_PLACEHOLDER_SUB_ Cizdol see Temgesic _PLACEHOLDER_OBJ_,www.freebase.com/medicine/drug/route_of_administration
1083,_PLACEHOLDER_OBJ_ <- nsubjpass <- prescribed -> prep -> as -> pobj -> amphetamine -> appos -> _PLACEHOLDER_SUB_,VERB ADP NOUN,_PLACEHOLDER_OBJ_ prescribed as amphetamine _PLACEHOLDER_SUB_,www.freebase.com/medicine/drug_brand/active_ingredients
1084,_PLACEHOLDER_OBJ_ <- compound <- salts -> prep -> as -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ makes % of _PLACEHOLDER_SUB_,www.freebase.com/medicine/drug_ingredient/more_general_ingredient
1085,_PLACEHOLDER_OBJ_ <- nsubj <- is -> attr -> _PLACEHOLDER_SUB_,VERB,_PLACEHOLDER_OBJ_ is _PLACEHOLDER_SUB_,www.freebase.com/medicine/icd_9_cm_classification/includes_classifications
1086,_PLACEHOLDER_OBJ_ <- nsubj <- are -> conj -> _PLACEHOLDER_SUB_,VERB,_PLACEHOLDER_OBJ_ are _PLACEHOLDER_SUB_,www.freebase.com/medicine/icd_9_cm_classification/parent_classification
1087,_PLACEHOLDER_OBJ_ <- dobj <- have <- relcl <- People <- nsubjpass <- managed -> prep -> with -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN VERB ADP,_PLACEHOLDER_SUB_ is medication used for _PLACEHOLDER_OBJ_,www.freebase.com/medicine/medical_treatment/used_to_treat
1088,_PLACEHOLDER_SUB_ -> conj -> became -> acomp -> _PLACEHOLDER_OBJ_,VERB ADP,_PLACEHOLDER_SUB_ diagnosed with _PLACEHOLDER_OBJ_,www.freebase.com/medicine/notable_person_with_medical_condition/condition
1089,_PLACEHOLDER_SUB_ -> parataxis -> was -> attr -> _PLACEHOLDER_OBJ_,VERB,_PLACEHOLDER_SUB_ expanded _PLACEHOLDER_OBJ_,www.freebase.com/medicine/physician/medical_specialty
1090,_PLACEHOLDER_OBJ_ <- nsubj <- is -> attr -> manifestation -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP NOUN,_PLACEHOLDER_SUB_ increases likelihood of diseases _PLACEHOLDER_OBJ_,www.freebase.com/medicine/risk_factor/diseases
